A2_20220512_a_1,12523.8759765625
A2_20220512_a_2,22250.162109375
A2_20220512_a_3,2213.154052734375
A2_20220512_a_4,14971.0078125
A2_20220512_a_5,8883.8544921875
A2_20220512_a_6,4659.95263671875
A2_20220512_a_7,539.6426391601562
A2_20220519_a_1,5682.21337890625
A2_20220519_a_2,25510.564453125
A2_20220519_a_3,2756.47607421875
A2_20220519_a_4,13407.6591796875
A2_20220519_a_5,8420.4921875
A2_20220519_a_6,12361.701171875
A2_20220525_a_1,5208.5224609375
A2_20220525_a_2,21145.623046875
A2_20220525_a_3,2166.229736328125
A2_20220525_a_4,13790.0302734375
A2_20220525_a_5,7344.61767578125
A2_20220525_a_6,16507.73046875
A2_20220525_a_8,1302.9942626953125
A2_20220525_a_9,21052.572265625
A2_20220531_a_1,5227.490234375
A2_20220531_a_2,23945.615234375
A2_20220531_a_3,1993.6329345703125
A2_20220531_a_5,11688.791015625
A2_20220531_a_6,16961.201171875
A2_20220531_a_8,1249.99853515625
A2_20220531_a_9,25625.537109375
A2_20220531_a_10,30797.876953125
A2_20220608_a_1,5255.068359375
A2_20220608_a_2,25594.576171875
A2_20220608_a_5,7625.662109375
A2_20220608_a_6,17384.521484375
A2_20220608_a_8,1545.8502197265625
A2_20220608_a_9,29761.271484375
A2_20220608_a_10,6866.82275390625
A2_20220608_a_11,23580.365234375
A2_20220721_a_2,19422.38671875
A2_20220721_a_6,8765.5615234375
A2_20220721_a_14,30467.15234375
A2_20220721_a_18,29035.224609375
A2_20220721_a_22,31349.6953125
A2_20220721_a_24,12262.037109375
A2_20220721_a_38,15707.9970703125
A2_20220721_a_43,9860.490234375
A2_20220721_a_50,6905.68505859375
A2_20220721_a_52,17934.021484375
A2_20220721_a_59,4485.77783203125
A2_20220721_a_67,222.5825653076172
A2_20220721_a_75,2693.714599609375
A2_20220721_a_76,1443.0252685546875
A2_20220729_a_2,16769.095703125
A2_20220729_a_3,24689.865234375
A2_20220729_a_5,12306.580078125
A2_20220729_a_7,6143.625
A2_20220729_a_10,1118.9996337890625
A2_20220729_a_11,580.0202026367188
A2_20220729_a_13,13748.916015625
A2_20220729_a_15,26489.75390625
A2_20220729_a_16,13044.6884765625
A2_20220729_a_17,5517.27734375
A2_20220729_a_18,10702.068359375
A2_20220729_a_19,14214.5380859375
A2_20220729_a_20,1108.1165771484375
A2_20220729_a_22,5640.134765625
A2_20220729_a_23,508.7622375488281
A2_20220729_a_24,251.78384399414062
A2_20220729_a_28,1855.9395751953125
A2_20220729_a_29,3400.1865234375
A2_20220729_a_31,1885.08154296875
B1_20220513_a_1,4957.9453125
B1_20220513_a_2,9572.931640625
B1_20220513_a_3,7042.37109375
B1_20220513_a_4,3322.88232421875
B1_20220513_a_5,628.8427124023438
B1_20220513_a_6,3239.68017578125
B1_20220513_a_7,6042.4072265625
B1_20220513_a_8,1316.677978515625
B1_20220513_a_9,2159.627685546875
B1_20220520_a_1,6140.9833984375
B1_20220520_a_2,10056.2470703125
B1_20220520_a_3,15619.001953125
B1_20220520_a_4,3221.705078125
B1_20220520_a_5,683.8595581054688
B1_20220520_a_7,6610.55859375
B1_20220520_a_8,1438.125732421875
B1_20220520_a_9,6365.27685546875
B1_20220520_a_14,8199.47265625
B1_20220707_a_5,10570.4892578125
B1_20220707_a_11,8930.3876953125
B1_20220707_a_14,1141.6734619140625
B1_20220707_a_18,15531.13671875
B1_20220707_a_21,772.7362670898438
B1_20220707_a_32,12785.7041015625
B1_20220707_a_34,18092.625
B1_20220707_a_37,6963.38134765625
B1_20220707_a_45,2945.675048828125
B1_20220707_a_46,3302.740478515625
B1_20220707_a_48,15283.1943359375
B1_20220707_a_52,1825.4735107421875
B1_20220707_a_54,13091.1435546875
B1_20220707_a_55,6573.0205078125
B1_20220707_a_56,14242.6474609375
B1_20220707_a_57,12145.9638671875
B1_20220707_a_60,2205.3603515625
B1_20220707_a_66,742.725830078125
B1_20220707_a_67,905.0011596679688
B1_20220707_a_68,3471.42431640625
B1_20220707_a_69,1842.33349609375
B1_20220715_a_9,9124.7421875
B1_20220715_a_11,14950.1806640625
B1_20220715_a_13,10708.0927734375
B1_20220715_a_14,7086.57421875
B1_20220715_a_15,13448.763671875
B1_20220715_a_18,1650.13134765625
B1_20220715_a_20,1502.9105224609375
B1_20220715_a_24,385.80511474609375
B1_20220715_a_29,2396.1943359375
B1_20220715_a_31,861.4867553710938
B1_20220715_a_33,1155.8570556640625
B1_20220715_a_35,496.0079650878906
B1_20220715_a_43,20037.0625
B1_20220715_a_52,13342.8310546875
B1_20220715_a_62,7581.61279296875
B1_20220715_a_66,18032.751953125
B1_20220715_a_67,12930.67578125
B1_20220715_a_68,1595.6353759765625
B1_20220715_a_69,17681.40234375
B1_20220715_a_70,4982.02197265625
B1_20220715_a_71,1078.8221435546875
B1_20220715_a_72,2102.003173828125
B1_20220715_a_73,455.7593078613281
B1_20220715_a_74,629.9505004882812
B1_20220715_a_76,1916.66796875
B1_20220721_a_12,13221.4560546875
B1_20220721_a_19,18086.806640625
B1_20220721_a_20,11684.4697265625
B1_20220721_a_24,8676.1357421875
B1_20220721_a_28,5148.2001953125
B1_20220721_a_31,1670.6773681640625
B1_20220721_a_33,19680.90234375
B1_20220721_a_35,837.9908447265625
B1_20220721_a_36,544.6068725585938
B1_20220721_a_37,1463.8232421875
B1_20220721_a_39,416.19580078125
B1_20220721_a_42,264.25762939453125
B1_20220721_a_46,14123.8525390625
B1_20220721_a_48,12318.0263671875
B1_20220721_a_49,13067.306640625
B1_20220721_a_55,18296.298828125
B1_20220721_a_56,14129.267578125
B1_20220721_a_65,493.5657043457031
B1_20220721_a_68,7950.48046875
B1_20220721_a_71,6903.0302734375
B1_20220721_a_72,3408.56591796875
B1_20220721_a_73,4330.01611328125
B1_20220721_a_75,9820.900390625
B1_20220729_a_2,13890.484375
B1_20220729_a_6,16309.6533203125
B1_20220729_a_11,11779.169921875
B1_20220729_a_13,2090.234375
B1_20220729_a_14,1168.322509765625
B1_20220729_a_16,18847.630859375
B1_20220729_a_18,498.4521789550781
B1_20220729_a_19,525.2161865234375
B1_20220729_a_23,1023.5233154296875
B1_20220729_a_30,12445.1728515625
B1_20220729_a_31,15037.9111328125
B1_20220729_a_34,13257.708984375
B1_20220729_a_36,21462.75
B1_20220729_a_37,15760.4951171875
B1_20220729_a_44,9314.2119140625
B1_20220729_a_49,116.05509948730469
B1_20220729_a_51,502.5740661621094
B1_20220729_a_53,11545.6826171875
B1_20220729_a_58,314.0106506347656
B1_20220729_a_59,2218.492919921875
B1_20220729_a_63,1998.24462890625
B1_20220729_a_65,432.77264404296875
B1_20220729_a_66,1569.3936767578125
B1_20220729_a_67,234.16847229003906
